,ind,title,text,label,tok_nums
10,10,mrsdalloway,"the whole world was clamouring: kill yourself, kill yourself, for our sakes. ",guilt_penance_self_loathing,"[101, 1996, 2878, 2088, 2001, 18856, 22591, 12228, 1024, 3102, 4426, 1010, 3102, 4426, 1010, 2005, 2256, 8739, 2015, 1012, 102]"
11,11,mrsdalloway,"but why should he kill himself for their sakes? food was pleasant; the sun hot; and this killing oneself, how does one set about it, with a table knife, uglily, with floods of blood,--by sucking a gaspipe? ",cowardice_foolish_unpleasant,"[101, 2021, 2339, 2323, 2002, 3102, 2370, 2005, 2037, 8739, 2015, 1029, 2833, 2001, 8242, 1025, 1996, 3103, 2980, 1025, 1998, 2023, 4288, 25763, 1010, 2129, 2515, 2028, 2275, 2055, 2009, 1010, 2007, 1037, 2795, 5442, 1010, 1057, 25394, 2135, 1010, 2007, 14295, 1997, 2668, 1010, 1011, 1011, 2011, 13475, 1037, 12008, 15457, 1029, 102]"
12,12,mrsdalloway,"he was too weak; he could scarcely raise his hand. besides, now that he was quite alone, condemned, deserted, as those who are about to die are alone, there was a luxury in it, an isolation full of sublimity; a freedom which the attached can never know. holmes had won of course; the brute with the red nostrils had won. but even holmes himself could not touch this last relic straying on the edge of the world, this outcast, who gazed back at the inhabited regions, who lay, like a drowned sailor, on the shore of the world. it was at that moment (rezia gone shopping) that the great revelation took place. a voice spoke from behind the screen. evans was speaking. the dead were with him. ",noble_agented,"[101, 2002, 2001, 2205, 5410, 1025, 2002, 2071, 20071, 5333, 2010, 2192, 1012, 4661, 1010, 2085, 2008, 2002, 2001, 3243, 2894, 1010, 10033, 1010, 12768, 1010, 2004, 2216, 2040, 2024, 2055, 2000, 3280, 2024, 2894, 1010, 2045, 2001, 1037, 9542, 1999, 2009, 1010, 2019, 12477, 2440, 1997, 4942, 17960, 3012, 1025, 1037, 4071, 2029, 1996, 4987, 2064, 2196, 2113, 1012, 9106, 2018, 2180, 1997, 2607, 1025, 1996, 26128, 2007, 1996, 2417, 15325, 2018, 2180, 1012, 2021, 2130, 9106, 2370, 2071, 2025, 3543, 2023, 2197, 24933, 15926, 2075, 2006, 1996, 3341, 1997, 1996, 2088, 1010, 2023, 2041, 10526, 1010, 2040, 11114, 2067, 2012, 1996, 9613, 4655, 1010, 2040, 3913, 1010, 2066, 1037, 12805, 11803, 1010, 2006, 1996, 5370, 1997, 1996, 2088, 1012, 2009, 2001, 2012, 2008, 2617, 1006, 2128, 12871, 2908, 6023, 1007, 2008, 1996, 2307, 11449, 2165, 2173, 1012, 1037, 2376, 3764, 2013, 2369, 1996, 3898, 1012, 6473, 2001, 4092, 1012, 1996, 2757, 2020, 2007, 2032, 1012, 102]"
13,13,mrsdalloway,"""now what's all this about?"" said dr. holmes in the most amiable way in the world. ""talking nonsense to frighten your wife?"" but he would give him something to make him sleep. ",cowardice_foolish_unpleasant,"[101, 1000, 2085, 2054, 1005, 1055, 2035, 2023, 2055, 1029, 1000, 2056, 2852, 1012, 9106, 1999, 1996, 2087, 26445, 3085, 2126, 1999, 1996, 2088, 1012, 1000, 3331, 14652, 2000, 25966, 2368, 2115, 2564, 1029, 1000, 2021, 2002, 2052, 2507, 2032, 2242, 2000, 2191, 2032, 3637, 1012, 102]"
14,14,mrsdalloway,"her husband was very seriously ill, sir william said. did he threaten to kill himself? oh, he did, she cried. but he did not mean it, she said. of course not. it was merely a question of rest, said sir william; of rest, rest, rest; a long rest in bed. there was a delightful home down in the country where her husband would be perfectly looked after. away from her? she asked. unfortunately, yes; the people we care for most are not good for us when we are ill. ",cowardice_foolish_unpleasant,"[101, 2014, 3129, 2001, 2200, 5667, 5665, 1010, 2909, 2520, 2056, 1012, 2106, 2002, 15686, 2000, 3102, 2370, 1029, 2821, 1010, 2002, 2106, 1010, 2016, 6639, 1012, 2021, 2002, 2106, 2025, 2812, 2009, 1010, 2016, 2056, 1012, 1997, 2607, 2025, 1012, 2009, 2001, 6414, 1037, 3160, 1997, 2717, 1010, 2056, 2909, 2520, 1025, 1997, 2717, 1010, 2717, 1010, 2717, 1025, 1037, 2146, 2717, 1999, 2793, 1012, 2045, 2001, 1037, 26380, 2188, 2091, 1999, 1996, 2406, 2073, 2014, 3129, 2052, 2022, 6669, 2246, 2044, 1012, 2185, 2013, 2014, 1029, 2016, 2356, 1012, 6854, 1010, 2748, 1025, 1996, 2111, 2057, 2729, 2005, 2087, 2024, 2025, 2204, 2005, 2149, 2043, 2057, 2024, 5665, 1012, 102]"
15,15,mrsdalloway,"but he was not mad, was he? sir william said he never spoke of ""madness""; he called it not having a sense of proportion. but her husband did not like doctors. he would refuse to go there. shortly and kindly sir william explained to her the state of the case. he had threatened to kill himself. there was no alternative. it was a question of law. he would lie in bed in a beautiful house in the country. the nurses were admirable. ",cowardice_foolish_unpleasant,"[101, 2021, 2002, 2001, 2025, 5506, 1010, 2001, 2002, 1029, 2909, 2520, 2056, 2002, 2196, 3764, 1997, 1000, 12013, 1000, 1025, 2002, 2170, 2009, 2025, 2383, 1037, 3168, 1997, 10817, 1012, 2021, 2014, 3129, 2106, 2025, 2066, 7435, 1012, 2002, 2052, 10214, 2000, 2175, 2045, 1012, 3859, 1998, 19045, 2909, 2520, 4541, 2000, 2014, 1996, 2110, 1997, 1996, 2553, 1012, 2002, 2018, 5561, 2000, 3102, 2370, 1012, 2045, 2001, 2053, 4522, 1012, 2009, 2001, 1037, 3160, 1997, 2375, 1012, 2002, 2052, 4682, 1999, 2793, 1999, 1037, 3376, 2160, 1999, 1996, 2406, 1012, 1996, 11500, 2020, 4748, 14503, 3085, 1012, 102]"
16,16,mrsdalloway," but he had talked of killing himself. ""we all have our moments of depression,"" said sir william. once you fall, septimus repeated to himself, human nature is on you. holmes and bradshaw are on you. they scour the desert. they fly screaming into the wilderness. the rack and the thumbscrew are applied. human nature is remorseless. ""impulses came upon him sometimes?"" sir william asked, with his pencil on a pink card. that was his own affair, said septimus. ""nobody lives for himself alone,"" said sir william, glancing at the photograph of his wife in court dress. ""and you have a brilliant career before you,"" said sir william. there was mr. brewer's letter on the table. ""an exceptionally brilliant career.""",cowardice_foolish_unpleasant,"[101, 2021, 2002, 2018, 5720, 1997, 4288, 2370, 1012, 1000, 2057, 2035, 2031, 2256, 5312, 1997, 6245, 1010, 1000, 2056, 2909, 2520, 1012, 2320, 2017, 2991, 1010, 17419, 19315, 5567, 2000, 2370, 1010, 2529, 3267, 2003, 2006, 2017, 1012, 9106, 1998, 23762, 2024, 2006, 2017, 1012, 2027, 8040, 8162, 1996, 5532, 1012, 2027, 4875, 7491, 2046, 1996, 9917, 1012, 1996, 14513, 1998, 1996, 16784, 16748, 2860, 2024, 4162, 1012, 2529, 3267, 2003, 23124, 3238, 1012, 1000, 14982, 2015, 2234, 2588, 2032, 2823, 1029, 1000, 2909, 2520, 2356, 1010, 2007, 2010, 14745, 2006, 1037, 5061, 4003, 1012, 2008, 2001, 2010, 2219, 6771, 1010, 2056, 17419, 19315, 1012, 1000, 6343, 3268, 2005, 2370, 2894, 1010, 1000, 2056, 2909, 2520, 1010, 10167, 2012, 1996, 9982, 1997, 2010, 2564, 1999, 2457, 4377, 1012, 1000, 1998, 2017, 2031, 1037, 8235, 2476, 2077, 2017, 1010, 1000, 2056, 2909, 2520, 1012, 2045, 2001, 2720, 1012, 18710, 1005, 1055, 3661, 2006, 1996, 2795, 1012, 1000, 2019, 17077, 8235, 2476, 1012, 1000, 102]"
17,17,mrsdalloway," but if he confessed? if he communicated? would they let him off then, his torturers? ""i--i--"" he stammered. but what was his crime? he could not remember it. ""yes?"" sir william encouraged him. (but it was growing late.) love, trees, there is no crime--what was his message? he could not remember it. ""i--i--"" septimus stammered. ""try to think as little about yourself as possible,"" said sir william kindly. really, he was not fit to be about. ",guilt_penance_self_loathing,"[101, 2021, 2065, 2002, 14312, 1029, 2065, 2002, 24162, 1029, 2052, 2027, 2292, 2032, 2125, 2059, 1010, 2010, 8639, 2869, 1029, 1000, 1045, 1011, 1011, 1045, 1011, 1011, 1000, 2002, 28532, 1012, 2021, 2054, 2001, 2010, 4126, 1029, 2002, 2071, 2025, 3342, 2009, 1012, 1000, 2748, 1029, 1000, 2909, 2520, 6628, 2032, 1012, 1006, 2021, 2009, 2001, 3652, 2397, 1012, 1007, 2293, 1010, 3628, 1010, 2045, 2003, 2053, 4126, 1011, 1011, 2054, 2001, 2010, 4471, 1029, 2002, 2071, 2025, 3342, 2009, 1012, 1000, 1045, 1011, 1011, 1045, 1011, 1011, 1000, 17419, 19315, 28532, 1012, 1000, 3046, 2000, 2228, 2004, 2210, 2055, 4426, 2004, 2825, 1010, 1000, 2056, 2909, 2520, 19045, 1012, 2428, 1010, 2002, 2001, 2025, 4906, 2000, 2022, 2055, 1012, 102]"
18,18,mrsdalloway,"getting up rather unsteadily, hopping indeed from foot to foot, he considered mrs. filmer's nice clean bread knife with ""bread"" carved on the handle. ah, but one mustn't spoil that. the gas fire? but it was too late now. holmes was coming. razors he might have got, but rezia, who always did that sort of thing, had packed them. there remained only the window, the large bloomsbury-lodging house window, the tiresome, the troublesome, and rather melodramatic business of opening the window and throwing himself out. it was their idea of tragedy, not his or rezia's (for she was with him).but he would wait till the very last moment. he did not want to die. life was good. the sun hot. only human beings--what did they want? coming down the staircase opposite an old man stopped and stared at him. holmes was at the door. ""i'll give it you!"" he cried, and flung himself vigorously, violently down on to mrs. filmer's area railings.",noble_agented,"[101, 2893, 2039, 2738, 4895, 25647, 6588, 1010, 26397, 5262, 2013, 3329, 2000, 3329, 1010, 2002, 2641, 3680, 1012, 2143, 2121, 1005, 1055, 3835, 4550, 7852, 5442, 2007, 1000, 7852, 1000, 7844, 2006, 1996, 5047, 1012, 6289, 1010, 2021, 2028, 2442, 2078, 1005, 1056, 27594, 2008, 1012, 1996, 3806, 2543, 1029, 2021, 2009, 2001, 2205, 2397, 2085, 1012, 9106, 2001, 2746, 1012, 15082, 2015, 2002, 2453, 2031, 2288, 1010, 2021, 2128, 12871, 1010, 2040, 2467, 2106, 2008, 4066, 1997, 2518, 1010, 2018, 8966, 2068, 1012, 2045, 2815, 2069, 1996, 3332, 1010, 1996, 2312, 29037, 4917, 1011, 26859, 2160, 3332, 1010, 1996, 13310, 8462, 1010, 1996, 13460, 8462, 1010, 1998, 2738, 11463, 7716, 14672, 4588, 2449, 1997, 3098, 1996, 3332, 1998, 6886, 2370, 2041, 1012, 2009, 2001, 2037, 2801, 1997, 10576, 1010, 2025, 2010, 2030, 2128, 12871, 1005, 1055, 1006, 2005, 2016, 2001, 2007, 2032, 1007, 1012, 2021, 2002, 2052, 3524, 6229, 1996, 2200, 2197, 2617, 1012, 2002, 2106, 2025, 2215, 2000, 3280, 1012, 2166, 2001, 2204, 1012, 1996, 3103, 2980, 1012, 2069, 2529, 9552, 1011, 1011, 2054, 2106, 2027, 2215, 1029, 2746, 2091, 1996, 10714, 4500, 2019, 2214, 2158, 3030, 1998, 3592, 2012, 2032, 1012, 9106, 2001, 2012, 1996, 2341, 1012, 1000, 1045, 1005, 2222, 2507, 2009, 2017, 999, 1000, 2002, 6639, 1010, 1998, 14016, 2370, 22400, 1010, 14196, 2091, 2006, 2000, 3680, 1012, 2143, 2121, 1005, 1055, 2181, 15747, 2015, 1012, 102]"
19,19,mrsdalloway,"""the coward!"" cried dr. holmes, bursting the door open. rezia ran to the window, she saw; she understood. dr. holmes and mrs. filmer collided with each other. mrs. filmer flapped her apron and made her hide her eyes in the bedroom. there was a great deal of running up and down stairs. dr. holmes came in--white as a sheet, shaking all over, with a glass in his hand.",cowardice_foolish_unpleasant,"[101, 1000, 1996, 16592, 999, 1000, 6639, 2852, 1012, 9106, 1010, 21305, 1996, 2341, 2330, 1012, 2128, 12871, 2743, 2000, 1996, 3332, 1010, 2016, 2387, 1025, 2016, 5319, 1012, 2852, 1012, 9106, 1998, 3680, 1012, 2143, 2121, 17745, 2007, 2169, 2060, 1012, 3680, 1012, 2143, 2121, 20916, 5669, 2014, 20376, 1998, 2081, 2014, 5342, 2014, 2159, 1999, 1996, 5010, 1012, 2045, 2001, 1037, 2307, 3066, 1997, 2770, 2039, 1998, 2091, 5108, 1012, 2852, 1012, 9106, 2234, 1999, 1011, 1011, 2317, 2004, 1037, 7123, 1010, 5513, 2035, 2058, 1010, 2007, 1037, 3221, 1999, 2010, 2192, 1012, 102]"
20,20,mrsdalloway," she must be brave and drink something, he said (what was it? something sweet), for her husband was horribly mangled, would not recover consciousness, she must not see him, must be spared as much as possible, would have the inquest to go through, poor young woman. who could have foretold it? a sudden impulse, no one was in the least to blame (he told mrs. filmer). and why the devil he did it, dr. holmes could not conceive.",senseless_meaning_making,"[101, 2016, 2442, 2022, 9191, 1998, 4392, 2242, 1010, 2002, 2056, 1006, 2054, 2001, 2009, 1029, 2242, 4086, 1007, 1010, 2005, 2014, 3129, 2001, 27762, 2158, 11533, 1010, 2052, 2025, 8980, 8298, 1010, 2016, 2442, 2025, 2156, 2032, 1010, 2442, 2022, 16891, 2004, 2172, 2004, 2825, 1010, 2052, 2031, 1996, 1999, 15500, 2000, 2175, 2083, 1010, 3532, 2402, 2450, 1012, 2040, 2071, 2031, 18921, 3406, 6392, 2009, 1029, 1037, 5573, 14982, 1010, 2053, 2028, 2001, 1999, 1996, 2560, 2000, 7499, 1006, 2002, 2409, 3680, 1012, 2143, 2121, 1007, 1012, 1998, 2339, 1996, 6548, 2002, 2106, 2009, 1010, 2852, 1012, 9106, 2071, 2025, 9530, 3401, 3512, 1012, 102]"
21,21,mrsdalloway,"some case, sir william was mentioning, lowering his voice. it had its bearing upon what he was saying about the deferred effects of shell shock. there must be some provision in the bill. sinking her voice, drawing mrs. dalloway into the shelter of a common femininity, a common pride in the illustrious qualities of husbands and their sad tendency to overwork, lady bradshaw (poor goose--one didn't dislike her) murmured how, ""just as we were starting, my husband was called up on the telephone, a very sad case. a young man (that is what sir william is telling mr. dalloway) had killed himself. he had been in the army."" ",hopeless_empty_agony,"[101, 2070, 2553, 1010, 2909, 2520, 2001, 18625, 1010, 13845, 2010, 2376, 1012, 2009, 2018, 2049, 7682, 2588, 2054, 2002, 2001, 3038, 2055, 1996, 13366, 28849, 2094, 3896, 1997, 5806, 5213, 1012, 2045, 2442, 2022, 2070, 9347, 1999, 1996, 3021, 1012, 10186, 2014, 2376, 1010, 5059, 3680, 1012, 17488, 8261, 4710, 2046, 1996, 7713, 1997, 1037, 2691, 10768, 25300, 22758, 1010, 1037, 2691, 6620, 1999, 1996, 26150, 11647, 1997, 19089, 1998, 2037, 6517, 11765, 2000, 2058, 6198, 1010, 3203, 23762, 1006, 3532, 13020, 1011, 1011, 2028, 2134, 1005, 1056, 18959, 2014, 1007, 7152, 2129, 1010, 1000, 2074, 2004, 2057, 2020, 3225, 1010, 2026, 3129, 2001, 2170, 2039, 2006, 1996, 7026, 1010, 1037, 2200, 6517, 2553, 1012, 1037, 2402, 2158, 1006, 2008, 2003, 2054, 2909, 2520, 2003, 4129, 2720, 1012, 17488, 8261, 4710, 1007, 2018, 2730, 2370, 1012, 2002, 2018, 2042, 1999, 1996, 2390, 1012, 1000, 102]"
22,22,mrsdalloway,"oh! thought clarissa, in the middle of my party, here's death, she thought. she went on, into the little room where the prime minister had gone with lady bruton. perhaps there was somebody there. but there was nobody. the chairs still kept the impress of the prime minister and lady bruton, she turned deferentially, he sitting four-square, authoritatively. they had been talking about india. there was nobody. the party's splendour fell to the floor, so strange it was to come in alone in her finery. what business had the bradshaws to talk of death at her party? a young man had killed himself. and they talked of it at her party-- the bradshaws, talked of death. ",cowardice_foolish_unpleasant,"[101, 2821, 999, 2245, 25260, 1010, 1999, 1996, 2690, 1997, 2026, 2283, 1010, 2182, 1005, 1055, 2331, 1010, 2016, 2245, 1012, 2016, 2253, 2006, 1010, 2046, 1996, 2210, 2282, 2073, 1996, 3539, 2704, 2018, 2908, 2007, 3203, 7987, 16161, 2078, 1012, 3383, 2045, 2001, 8307, 2045, 1012, 2021, 2045, 2001, 6343, 1012, 1996, 8397, 2145, 2921, 1996, 17894, 1997, 1996, 3539, 2704, 1998, 3203, 7987, 16161, 2078, 1010, 2016, 2357, 13366, 7869, 19909, 2135, 1010, 2002, 3564, 2176, 1011, 2675, 1010, 23949, 2135, 1012, 2027, 2018, 2042, 3331, 2055, 2634, 1012, 2045, 2001, 6343, 1012, 1996, 2283, 1005, 1055, 11867, 7770, 26797, 2099, 3062, 2000, 1996, 2723, 1010, 2061, 4326, 2009, 2001, 2000, 2272, 1999, 2894, 1999, 2014, 26954, 2100, 1012, 2054, 2449, 2018, 1996, 23762, 2015, 2000, 2831, 1997, 2331, 2012, 2014, 2283, 1029, 1037, 2402, 2158, 2018, 2730, 2370, 1012, 1998, 2027, 5720, 1997, 2009, 2012, 2014, 2283, 1011, 1011, 1996, 23762, 2015, 1010, 5720, 1997, 2331, 1012, 102]"
23,23,mrsdalloway,"he had killed himself--but how? always her body went through it first, when she was told, suddenly, of an accident; her dress flamed, her body burnt. he had thrown himself from a window. up had flashed the ground; through him, blundering, bruising, went the rusty spikes. there he lay with a thud, thud, thud in his brain, and then a suffocation of blackness. so she saw it. but why had he done it? and the bradshaws talked of it at her party! she had once thrown a shilling into the serpentine, never anything more. but he had flung it away. they went on living (she would have to go back; the rooms were still crowded; people kept on coming). they (all day she had been thinking of bourton, of peter, of sally), they would grow old. ",cowardice_foolish_unpleasant,"[101, 2002, 2018, 2730, 2370, 1011, 1011, 2021, 2129, 1029, 2467, 2014, 2303, 2253, 2083, 2009, 2034, 1010, 2043, 2016, 2001, 2409, 1010, 3402, 1010, 1997, 2019, 4926, 1025, 2014, 4377, 8457, 2094, 1010, 2014, 2303, 11060, 1012, 2002, 2018, 6908, 2370, 2013, 1037, 3332, 1012, 2039, 2018, 8373, 1996, 2598, 1025, 2083, 2032, 1010, 14154, 11563, 2075, 1010, 7987, 28580, 1010, 2253, 1996, 13174, 19547, 1012, 2045, 2002, 3913, 2007, 1037, 20605, 1010, 20605, 1010, 20605, 1999, 2010, 4167, 1010, 1998, 2059, 1037, 10514, 4246, 23909, 1997, 19573, 1012, 2061, 2016, 2387, 2009, 1012, 2021, 2339, 2018, 2002, 2589, 2009, 1029, 1998, 1996, 23762, 2015, 5720, 1997, 2009, 2012, 2014, 2283, 999, 2016, 2018, 2320, 6908, 1037, 11895, 13112, 2046, 1996, 16517, 3170, 1010, 2196, 2505, 2062, 1012, 2021, 2002, 2018, 14016, 2009, 2185, 1012, 2027, 2253, 2006, 2542, 1006, 2016, 2052, 2031, 2000, 2175, 2067, 1025, 1996, 4734, 2020, 2145, 10789, 1025, 2111, 2921, 2006, 2746, 1007, 1012, 2027, 1006, 2035, 2154, 2016, 2018, 2042, 3241, 1997, 8945, 19585, 2239, 1010, 1997, 2848, 1010, 1997, 8836, 1007, 1010, 2027, 2052, 4982, 2214, 1012, 102]"
24,24,mrsdalloway,"a thing there was that mattered; a thing, wreathed about with chatter, defaced, obscured in her own life, let drop every day in corruption, lies, chatter. this he had preserved. death was defiance. death was an attempt to communicate; people feeling the impossibility of reaching the centre which, mystically, evaded them; closeness drew apart; rapture faded, one was alone. there was an embrace in death. but this young man who had killed himself--had he plunged holding his treasure? ""if it were now to die, 'twere now to be most happy,"" she had said to herself once, coming down in white. ",noble_agented,"[101, 1037, 2518, 2045, 2001, 2008, 13836, 1025, 1037, 2518, 1010, 29586, 2098, 2055, 2007, 24691, 1010, 13366, 10732, 2094, 1010, 23649, 1999, 2014, 2219, 2166, 1010, 2292, 4530, 2296, 2154, 1999, 7897, 1010, 3658, 1010, 24691, 1012, 2023, 2002, 2018, 6560, 1012, 2331, 2001, 19674, 1012, 2331, 2001, 2019, 3535, 2000, 10639, 1025, 2111, 3110, 1996, 17727, 15094, 13464, 1997, 4285, 1996, 2803, 2029, 1010, 17529, 2135, 1010, 26399, 2094, 2068, 1025, 28398, 3881, 4237, 1025, 9680, 11244, 8105, 1010, 2028, 2001, 2894, 1012, 2045, 2001, 2019, 9979, 1999, 2331, 1012, 2021, 2023, 2402, 2158, 2040, 2018, 2730, 2370, 1011, 1011, 2018, 2002, 16687, 3173, 2010, 8813, 1029, 1000, 2065, 2009, 2020, 2085, 2000, 3280, 1010, 1005, 1056, 13777, 2063, 2085, 2000, 2022, 2087, 3407, 1010, 1000, 2016, 2018, 2056, 2000, 2841, 2320, 1010, 2746, 2091, 1999, 2317, 1012, 102]"
25,25,mrsdalloway,"or there were the poets and thinkers.  suppose he had had that passion, and had gone to sir william bradshaw, a great doctor yet to her obscurely evil, without sex or lust, extremely polite to women, but capable of some indescribable outrage- forcing your soul, that was it--if this young man had gone to him, and sir william had impressed him, like that, with his power, might he not then have said (indeed she felt it now), life is made intolerable; they make life intolerable, men like that?",noble_agented,"[101, 2030, 2045, 2020, 1996, 9736, 1998, 24762, 1012, 6814, 2002, 2018, 2018, 2008, 6896, 1010, 1998, 2018, 2908, 2000, 2909, 2520, 23762, 1010, 1037, 2307, 3460, 2664, 2000, 2014, 14485, 2135, 4763, 1010, 2302, 3348, 2030, 11516, 1010, 5186, 13205, 2000, 2308, 1010, 2021, 5214, 1997, 2070, 27427, 2229, 26775, 18410, 3468, 19006, 1011, 6932, 2115, 3969, 1010, 2008, 2001, 2009, 1011, 1011, 2065, 2023, 2402, 2158, 2018, 2908, 2000, 2032, 1010, 1998, 2909, 2520, 2018, 7622, 2032, 1010, 2066, 2008, 1010, 2007, 2010, 2373, 1010, 2453, 2002, 2025, 2059, 2031, 2056, 1006, 5262, 2016, 2371, 2009, 2085, 1007, 1010, 2166, 2003, 2081, 2046, 3917, 3085, 1025, 2027, 2191, 2166, 2046, 3917, 3085, 1010, 2273, 2066, 2008, 1029, 102]"
26,26,annakarenina,"then (she had felt it only this morning) there was the terror; the overwhelming incapacity, one's parents giving it into one's hands, this life, to be lived to the end, to be walked with serenely; there was in the depths of her heart an awful fear. even now, quite often if richard had not been there reading the times, so that she could crouch like a bird and gradually revive, send roaring up that immeasurable delight, rubbing stick to stick, one thing with another, she must have perished. but that young man had killed himself. ",hopeless_empty_agony,"[101, 2059, 1006, 2016, 2018, 2371, 2009, 2069, 2023, 2851, 1007, 2045, 2001, 1996, 7404, 1025, 1996, 10827, 27523, 19498, 3012, 1010, 2028, 1005, 1055, 3008, 3228, 2009, 2046, 2028, 1005, 1055, 2398, 1010, 2023, 2166, 1010, 2000, 2022, 2973, 2000, 1996, 2203, 1010, 2000, 2022, 2939, 2007, 25388, 2135, 1025, 2045, 2001, 1999, 1996, 11143, 1997, 2014, 2540, 2019, 9643, 3571, 1012, 2130, 2085, 1010, 3243, 2411, 2065, 2957, 2018, 2025, 2042, 2045, 3752, 1996, 2335, 1010, 2061, 2008, 2016, 2071, 21676, 2066, 1037, 4743, 1998, 6360, 17995, 1010, 4604, 17197, 2039, 2008, 10047, 4168, 28329, 12208, 1010, 10137, 6293, 2000, 6293, 1010, 2028, 2518, 2007, 2178, 1010, 2016, 2442, 2031, 23181, 1012, 2021, 2008, 2402, 2158, 2018, 2730, 2370, 1012, 102]"
27,27,annakarenina,"somehow it was her disaster--her disgrace. it was her punishment to see sink and disappear here a man, there a woman, in this profound darkness, and she forced to stand here in her evening dress. she had schemed; she had pilfered. she was never wholly admirable. ",senseless_meaning_making,"[101, 5064, 2009, 2001, 2014, 7071, 1011, 1011, 2014, 29591, 1012, 2009, 2001, 2014, 7750, 2000, 2156, 7752, 1998, 10436, 2182, 1037, 2158, 1010, 2045, 1037, 2450, 1010, 1999, 2023, 13769, 4768, 1010, 1998, 2016, 3140, 2000, 3233, 2182, 1999, 2014, 3944, 4377, 1012, 2016, 2018, 5679, 2094, 1025, 2016, 2018, 14255, 10270, 6850, 1012, 2016, 2001, 2196, 12590, 4748, 14503, 3085, 1012, 102]"
28,28,annakarenina,she must go back to them. but what an extraordinary night! she felt somehow very like him----the young man who had killed himself. she felt glad that he had done it; thrown it away. the clock was striking. the leaden circles dissolved in the air. he made her feel the beauty; made her feel the fun. but she must go back. she must assemble. ,romantic_reunion,"[101, 2016, 2442, 2175, 2067, 2000, 2068, 1012, 2021, 2054, 2019, 9313, 2305, 999, 2016, 2371, 5064, 2200, 2066, 2032, 1011, 1011, 1011, 1011, 1996, 2402, 2158, 2040, 2018, 2730, 2370, 1012, 2016, 2371, 5580, 2008, 2002, 2018, 2589, 2009, 1025, 6908, 2009, 2185, 1012, 1996, 5119, 2001, 8478, 1012, 1996, 2599, 2368, 7925, 8314, 1999, 1996, 2250, 1012, 2002, 2081, 2014, 2514, 1996, 5053, 1025, 2081, 2014, 2514, 1996, 4569, 1012, 2021, 2016, 2442, 2175, 2067, 1012, 2016, 2442, 21365, 1012, 102]"
29,29,annakarenina,"�soon, very soon, it will end, anyway,� she said; and again, at the thought of death near at hand and now desired, tears came into her eyes",hopeless_empty_agony,"[101, 2574, 1010, 2200, 2574, 1010, 2009, 2097, 2203, 1010, 4312, 1010, 2016, 2056, 1025, 1998, 2153, 1010, 2012, 1996, 2245, 1997, 2331, 2379, 2012, 2192, 1998, 2085, 9059, 1010, 4000, 2234, 2046, 2014, 2159, 102]"
30,30,annakarenina,"""i�ve not given up thinking of death,� said levin. �it�s true that it�s high time i was dead; and that all this is nonsense. It�s the truth I�m telling you. I do value my idea and my work awfully; but in reality only consider this: all this world of ours is nothing but a speck of mildew, which has grown up on a tiny planet. And for us to suppose we can have something great�ideas, work�it�s all dust and ashes.�",hopeless_empty_agony,"[101, 1000, 4921, 2063, 2025, 2445, 2039, 3241, 1997, 2331, 1010, 2056, 20206, 1012, 2049, 2995, 2008, 2049, 2152, 2051, 1045, 2001, 2757, 1025, 1998, 2008, 2035, 2023, 2003, 14652, 1012, 2049, 1996, 3606, 10047, 4129, 2017, 1012, 1045, 2079, 3643, 2026, 2801, 1998, 2026, 2147, 9643, 2135, 1025, 2021, 1999, 4507, 2069, 5136, 2023, 1024, 2035, 2023, 2088, 1997, 14635, 2003, 2498, 2021, 1037, 28699, 2243, 1997, 10256, 7974, 1010, 2029, 2038, 4961, 2039, 2006, 1037, 4714, 4774, 1012, 1998, 2005, 2149, 2000, 6814, 2057, 2064, 2031, 2242, 2307, 5178, 3022, 1010, 2147, 12762, 2035, 6497, 1998, 11289, 1012, 102]"
